char_ngram,language,count
bb,kn,11
bc,kn,24
bd,kn,7
be,kn,240
bf,kn,1
bg,kn,8
bi,kn,60
bj,kn,4
bl,kn,71
bm,kn,12
bn,kn,11
bo,kn,181
bp,kn,2
br,kn,61
bs,kn,22
bt,kn,10
bu,kn,177
bv,kn,1
bx,kn,9
by,kn,36
bz,kn,1
ca,kn,224
cb,kn,4
cc,kn,48
cd,kn,117
ce,kn,163
cf,kn,16
cg,kn,27
ch,kn,322
ci,kn,60
cj,kn,11
ck,kn,187
cl,kn,67
cm,kn,114
cn,kn,159
co,kn,1037
cp,kn,28
cq,kn,3
cr,kn,175
cs,kn,37
ct,kn,311
cu,kn,67
cw,kn,17
cx,kn,2
cy,kn,13
da,kn,217
db,kn,56
dc,kn,38
dd,kn,83
de,kn,522
df,kn,21
dg,kn,25
dh,kn,14
di,kn,315
dj,kn,13
dk,kn,37
dl,kn,11
dm,kn,33
dn,kn,30
do,kn,184
dp,kn,12
dr,kn,99
ds,kn,74
dt,kn,33
du,kn,26
dv,kn,80
dw,kn,12
dx,kn,5
dy,kn,18
ea,kn,248
eb,kn,85
ec,kn,268
ed,kn,259
ee,kn,161
ef,kn,113
eg,kn,110
eh,kn,42
ei,kn,110
ej,kn,8
ek,kn,89
el,kn,365
em,kn,246
en,kn,1335
eo,kn,195
ep,kn,162
eq,kn,12
er,kn,1110
es,kn,564
et,kn,409
eu,kn,71
ev,kn,87
ew,kn,130
ex,kn,160
ey,kn,86
ez,kn,9
fa,kn,79
fb,kn,5
fc,kn,13
fd,kn,16
fe,kn,59
ff,kn,34
fg,kn,7
fh,kn,5
fi,kn,139
fj,kn,1
fk,kn,4
fl,kn,14
fm,kn,11
fn,kn,22
fo,kn,422
fp,kn,14
fq,kn,2
fr,kn,51
fs,kn,23
ft,kn,205
fu,kn,28
fv,kn,4
fw,kn,3
fx,kn,1
fy,kn,10
fz,kn,1
ga,kn,40
gb,kn,9
gc,kn,14
gd,kn,42
ge,kn,346
gf,kn,4
gg,kn,11
gh,kn,38
gi,kn,76
gj,kn,2
gk,kn,13
gl,kn,68
gm,kn,17
gn,kn,116
go,kn,68
gp,kn,24
gq,kn,1
gr,kn,134
gs,kn,67
gt,kn,29
gu,kn,46
gv,kn,4
gw,kn,15
gx,kn,3
gz,kn,5
ha,kn,178
hb,kn,9
hc,kn,18
hd,kn,15
he,kn,461
hf,kn,2
hg,kn,4
hh,kn,9
hi,kn,212
hk,kn,1
hl,kn,86
hm,kn,11
hn,kn,33
ho,kn,314
hp,kn,33
hq,kn,9
hr,kn,38
hs,kn,96
ht,kn,239
hu,kn,27
hv,kn,3
hw,kn,5
hy,kn,11
hz,kn,8
ia,kn,241
ib,kn,110
ic,kn,489
id,kn,128
ie,kn,109
if,kn,67
ig,kn,109
ih,kn,1
ii,kn,26
ij,kn,4
ik,kn,34
il,kn,148
im,kn,112
in,kn,1045
io,kn,709
ip,kn,147
iq,kn,4
ir,kn,56
is,kn,378
it,kn,473
iu,kn,3
iv,kn,119
ix,kn,20
iy,kn,3
iz,kn,19
ja,kn,66
jc,kn,2
jd,kn,2
je,kn,17
jj,kn,1
jk,kn,15
jm,kn,1
jo,kn,18
jp,kn,4
jq,kn,1
jr,kn,3
js,kn,15
ju,kn,3
jv,kn,3
ka,kn,44
kb,kn,23
kc,kn,56
kd,kn,270
ke,kn,148
kf,kn,15
kg,kn,6
kh,kn,24
ki,kn,52
kj,kn,3
kk,kn,7
kl,kn,29
km,kn,14
kn,kn,23
ko,kn,96
kp,kn,5
kq,kn,1
kr,kn,24
ks,kn,63
kt,kn,55
ku,kn,6
kv,kn,1
kw,kn,44
kx,kn,1
ky,kn,2
la,kn,408
lb,kn,24
lc,kn,32
ld,kn,66
le,kn,464
lf,kn,23
lg,kn,16
lh,kn,16
li,kn,304
lj,kn,3
lk,kn,21
ll,kn,186
lm,kn,76
ln,kn,48
lo,kn,300
lp,kn,50
lq,kn,8
lr,kn,12
ls,kn,84
lt,kn,122
lu,kn,87
lv,kn,8
lw,kn,32
lx,kn,16
ly,kn,38
lz,kn,11
ma,kn,277
mb,kn,71
mc,kn,64
md,kn,31
me,kn,3336
mf,kn,12
mg,kn,7
mh,kn,13
mi,kn,177
mj,kn,4
mk,kn,9
ml,kn,92
mm,kn,693
mn,kn,48
mo,kn,264
mp,kn,107
mq,kn,10
mr,kn,5
ms,kn,58
mt,kn,32
mu,kn,30
mw,kn,8
mx,kn,4
my,kn,12
na,kn,2607
nb,kn,80
nc,kn,112
nd,kn,335
ne,kn,368
nf,kn,325
ng,kn,286
nh,kn,18
ni,kn,214
nj,kn,16
nk,kn,47
nl,kn,60
nm,kn,168
nn,kn,143
no,kn,154
np,kn,36
nq,kn,72
nr,kn,35
ns,kn,297
nt,kn,1170
nu,kn,158
nv,kn,10
nw,kn,34
nx,kn,3
ny,kn,24
nz,kn,3
oa,kn,66
ob,kn,58
oc,kn,185
od,kn,94
oe,kn,41
of,kn,227
og,kn,77
oh,kn,11
oi,kn,37
oj,kn,3
ok,kn,14
ol,kn,224
om,kn,836
on,kn,1223
oo,kn,129
op,kn,317
oq,kn,3
or,kn,749
os,kn,302
ot,kn,172
ou,kn,204
ov,kn,49
ow,kn,164
ox,kn,94
oy,kn,1
oz,kn,7
pa,kn,138
pb,kn,14
pc,kn,62
pd,kn,26
pe,kn,162
pf,kn,40
pg,kn,22
ph,kn,43
pi,kn,115
pk,kn,6
pl,kn,158
pm,kn,27
pn,kn,26
po,kn,167
pp,kn,75
pq,kn,10
pr,kn,117
ps,kn,76
pt,kn,248
pu,kn,77
pv,kn,2
pw,kn,58
px,kn,6
py,kn,20
qa,kn,3
qb,kn,1
qc,kn,1
qd,kn,3
qe,kn,9
qh,kn,1
qi,kn,7
qk,kn,1
ql,kn,3
qm,kn,2
qn,kn,12
qo,kn,1
qp,kn,1
qq,kn,1
qr,kn,5
qs,kn,5
qt,kn,11
qu,kn,179
qv,kn,1
qw,kn,3
ra,kn,395
rb,kn,22
rc,kn,225
rd,kn,161
re,kn,430
rf,kn,29
rg,kn,103
rh,kn,11
ri,kn,494
rj,kn,4
rk,kn,72
rl,kn,130
rm,kn,87
rn,kn,84
ro,kn,383
rp,kn,48
rq,kn,4
rr,kn,78
rs,kn,238
rt,kn,284
ru,kn,58
rv,kn,69
rw,kn,25
rx,kn,1
ry,kn,190
rz,kn,2
sa,kn,151
sb,kn,29
sc,kn,198
sd,kn,54
se,kn,593
sf,kn,61
sg,kn,14
sh,kn,303
si,kn,264
sk,kn,85
sl,kn,162
sm,kn,79
sn,kn,43
so,kn,172
sp,kn,76
sq,kn,11
sr,kn,35
ss,kn,380
st,kn,581
su,kn,60
sv,kn,38
sw,kn,49
sx,kn,7
sy,kn,74
sz,kn,4
ta,kn,311
tb,kn,79
tc,kn,111
td,kn,79
te,kn,572
tf,kn,34
tg,kn,16
th,kn,725
ti,kn,1010
tj,kn,14
tk,kn,29
tl,kn,204
tm,kn,85
tn,kn,117
to,kn,390
tp,kn,208
tq,kn,4
tr,kn,248
ts,kn,150
tt,kn,323
tu,kn,150
tv,kn,12
tw,kn,51
tx,kn,6
ty,kn,81
tz,kn,4
ua,kn,60
ub,kn,45
uc,kn,22
ud,kn,11
ue,kn,213
uf,kn,10
ug,kn,79
uh,kn,2
ui,kn,39
uk,kn,5
ul,kn,70
um,kn,93
un,kn,116
uo,kn,2
up,kn,85
ur,kn,190
us,kn,252
ut,kn,254
uu,kn,4
uv,kn,15
ux,kn,5
uy,kn,1
uz,kn,1
va,kn,99
vb,kn,2
vc,kn,11
vd,kn,70
ve,kn,272
vf,kn,5
vg,kn,7
vh,kn,8
vi,kn,115
vj,kn,3
vl,kn,2
vm,kn,5
vn,kn,25
vo,kn,9
vr,kn,1
vs,kn,2
vt,kn,3
vu,kn,1
vv,kn,3
vw,kn,9
vx,kn,1
wa,kn,62
wb,kn,3
wc,kn,7
wd,kn,16
we,kn,92
wf,kn,5
wg,kn,8
wh,kn,69
wi,kn,185
wk,kn,6
wl,kn,4
wm,kn,59
wn,kn,40
wo,kn,77
wp,kn,6
wq,kn,2
wr,kn,17
ws,kn,41
wt,kn,8
wu,kn,2
wv,kn,1
ww,kn,120
wx,kn,8
wy,kn,2
xa,kn,37
xb,kn,21
xc,kn,18
xd,kn,14
xe,kn,34
xf,kn,11
xg,kn,6
xh,kn,6
xi,kn,10
xj,kn,1
xk,kn,21
xl,kn,4
xm,kn,15
xn,kn,7
xo,kn,2
xp,kn,11
xq,kn,2
xr,kn,8
xs,kn,13
xt,kn,85
xu,kn,3
xv,kn,2
xw,kn,3
xx,kn,21
xy,kn,12
ya,kn,14
yb,kn,29
yc,kn,25
yd,kn,6
ye,kn,29
yf,kn,7
yg,kn,1
yh,kn,5
yi,kn,20
yk,kn,7
yl,kn,35
ym,kn,26
yn,kn,94
yo,kn,42
yp,kn,60
yq,kn,2
yr,kn,9
ys,kn,94
yt,kn,38
yu,kn,5
yv,kn,25
yw,kn,33
yy,kn,25
yz,kn,3
za,kn,11
zc,kn,2
zd,kn,1
ze,kn,30
zh,kn,1
zi,kn,10
zk,kn,2
zl,kn,2
zn,kn,1
zo,kn,6
zp,kn,1
zw,kn,4
zy,kn,3
zz,kn,4
aa,de,34850
ab,de,184572
ac,de,156993
ad,de,79626
ae,de,19477
af,de,72796
ag,de,144870
ah,de,115362
ai,de,42372
aj,de,4932
ak,de,43384
al,de,340023
am,de,158550
an,de,569115
ao,de,4540
ap,de,38838
aq,de,1402
ar,de,325764
as,de,350645
at,de,279483
au,de,406748
av,de,21368
aw,de,11743
ax,de,8396
ay,de,21231
az,de,14305
ba,de,87800
bb,de,9575
bc,de,3277
bd,de,11094
be,de,605648
bf,de,4158
bg,de,10037
bh,de,8665
bi,de,115393
bj,de,3368
bk,de,4210
bl,de,52215
bm,de,4043
bn,de,9139
bo,de,33710
bp,de,2247
bq,de,120
br,de,67725
bs,de,44531
bt,de,27060
bu,de,42616
bv,de,3166
bw,de,6094
bx,de,240
by,de,6609
bz,de,4955
ca,de,39372
cb,de,2367
cc,de,6405
cd,de,4095
ce,de,32429
cf,de,1855
cg,de,1068
ch,de,1391804
ci,de,15752
cj,de,366
ck,de,95710
cl,de,10864
cm,de,4162
cn,de,1156
co,de,55892
cp,de,1955
cq,de,398
cr,de,8701
cs,de,4250
ct,de,13995
cu,de,10427
cv,de,1086
cw,de,908
cx,de,142
cy,de,3092
cz,de,1134
da,de,351476
db,de,28231
dc,de,8739
dd,de,85080
de,de,1118273
df,de,19670
dg,de,22243
dh,de,19880
di,de,520605
dj,de,7106
dk,de,15682
dl,de,32702
dm,de,25474
dn,de,31753
do,de,63408
dp,de,13179
dq,de,806
dr,de,53756
ds,de,71498
dt,de,26371
du,de,151906
dv,de,21046
dw,de,33086
dx,de,714
dy,de,7240
dz,de,13594
ea,de,161368
eb,de,202958
ec,de,105467
ed,de,280105
ee,de,143753
ef,de,129298
eg,de,203026
eh,de,232366
ei,de,1073036
ej,de,14210
ek,de,106003
el,de,393391
em,de,307363
en,de,2102556
eo,de,32666
ep,de,72308
eq,de,7780
er,de,1941987
es,de,737931
et,de,271638
eu,de,194520
ev,de,87081
ew,de,131016
ex,de,27181
ey,de,10969
ez,de,77652
fa,de,97135
fb,de,7297
fc,de,3376
fd,de,41748
fe,de,158618
ff,de,64081
fg,de,23685
fh,de,34478
fi,de,69113
fj,de,2074
fk,de,3653
fl,de,48897
fm,de,7580
fn,de,14630
fo,de,83640
fp,de,3457
fq,de,178
fr,de,177955
fs,de,17678
ft,de,94831
fu,de,31065
fv,de,3578
fw,de,5382
fx,de,199
fy,de,739
fz,de,6575
ga,de,98470
gb,de,19420
gc,de,3327
gd,de,60594
ge,de,776749
gf,de,15047
gg,de,16374
gh,de,16272
gi,de,92468
gj,de,3333
gk,de,19683
gl,de,74079
gm,de,20406
gn,de,37629
go,de,29414
gp,de,6513
gq,de,284
gr,de,92366
gs,de,87642
gt,de,68240
gu,de,77090
gv,de,24444
gw,de,12257
gx,de,353
gy,de,2524
gz,de,15792
ha,de,322040
hb,de,33374
hc,de,5657
hd,de,71664
he,de,550195
hf,de,26003
hg,de,23786
hh,de,36304
hi,de,154085
hj,de,5297
hk,de,23248
hl,de,118149
hm,de,87127
hn,de,130687
ho,de,83695
hp,de,11259
hq,de,610
hr,de,255713
hs,de,68891
ht,de,342197
hu,de,64881
hv,de,16601
hw,de,58804
hx,de,180
hy,de,5605
hz,de,16818
ia,de,54323
ib,de,42395
ic,de,601457
id,de,83497
ie,de,974157
if,de,40159
ig,de,203816
ih,de,97428
ii,de,13414
ij,de,4194
ik,de,60834
il,de,153174
im,de,149274
in,de,1013095
io,de,139970
ip,de,18427
iq,de,1448
ir,de,187762
is,de,453998
it,de,449502
iu,de,13543
iv,de,44963
iw,de,6402
ix,de,3214
iy,de,655
iz,de,25527
ja,de,54794
jb,de,220
jc,de,242
jd,de,684
je,de,52931
jf,de,140
jg,de,422
jh,de,2907
ji,de,2298
jj,de,239
jk,de,485
jl,de,155
jm,de,367
jn,de,1484
jo,de,10757
jp,de,4204
jq,de,124
jr,de,603
js,de,805
jt,de,225
ju,de,20444
jv,de,212
jw,de,165
jx,de,26
jy,de,64
jz,de,104
ka,de,106930
kb,de,6227
kc,de,3552
kd,de,7763
ke,de,159718
kf,de,6121
kg,de,7064
kh,de,7478
ki,de,34059
kj,de,808
kk,de,4878
kl,de,57177
km,de,15502
kn,de,41566
ko,de,119521
kp,de,3993
kq,de,190
kr,de,42949
ks,de,25959
kt,de,103850
ku,de,50032
kv,de,3230
kw,de,5308
kx,de,118
ky,de,2305
kz,de,6190
la,de,222962
lb,de,41715
lc,de,25398
ld,de,76441
le,de,406527
lf,de,27387
lg,de,39675
lh,de,11830
li,de,346924
lj,de,2485
lk,de,18419
ll,de,271237
lm,de,23059
ln,de,38491
lo,de,82045
lp,de,11272
lq,de,456
lr,de,12188
ls,de,124938
lt,de,157674
lu,de,91796
lv,de,16913
lw,de,13519
lx,de,557
ly,de,18398
lz,de,15039
ma,de,233440
mb,de,52363
mc,de,13798
md,de,38744
me,de,345825
mf,de,21402
mg,de,39930
mh,de,20121
mi,de,270595
mj,de,10721
mk,de,14212
ml,de,22204
mm,de,154632
mn,de,19409
mo,de,63715
mp,de,48351
mq,de,579
mr,de,22655
ms,de,66766
mt,de,43179
mu,de,60727
mv,de,16360
mw,de,25586
mx,de,804
my,de,5056
mz,de,13348
na,de,330846
nb,de,129298
nc,de,51078
nd,de,998186
ne,de,678989
nf,de,123301
ng,de,545521
nh,de,91480
ni,de,359827
nj,de,25158
nk,de,145366
nl,de,65454
nm,de,109736
nn,de,243197
no,de,107429
np,de,52028
nq,de,2626
nr,de,55702
ns,de,430234
nt,de,357627
nu,de,211177
nv,de,86504
nw,de,144906
nx,de,1461
ny,de,7894
nz,de,137680
oa,de,16688
ob,de,51986
oc,de,71136
od,de,83985
oe,de,21726
of,de,49799
og,de,44040
oh,de,50676
oi,de,15148
oj,de,7116
ok,de,29176
ol,de,149418
om,de,135511
on,de,406559
oo,de,20935
op,de,59448
oq,de,398
or,de,267802
os,de,85262
ot,de,74997
ou,de,39674
ov,de,22986
ow,de,38989
ox,de,4052
oy,de,3166
oz,de,14729
pa,de,90642
pb,de,2855
pc,de,6010
pd,de,5880
pe,de,81251
pf,de,30206
pg,de,5634
ph,de,23101
pi,de,61550
pj,de,427
pk,de,1488
pl,de,37600
pm,de,10367
pn,de,2276
po,de,55484
pp,de,24293
pq,de,158
pr,de,130802
ps,de,12495
pt,de,30965
pu,de,23010
pv,de,1344
pw,de,14482
px,de,497
py,de,1689
pz,de,1120
qa,de,329
qb,de,104
qc,de,103
qd,de,109
qe,de,95
qf,de,91
qg,de,85
qh,de,94
qi,de,310
qj,de,48
qk,de,68
ql,de,679
qm,de,329
qn,de,150
qo,de,98
qp,de,86
qq,de,90
qr,de,142
qs,de,230
qt,de,112
qu,de,22398
qv,de,108
qw,de,119
qx,de,30
qy,de,35
qz,de,44
ra,de,378186
rb,de,143938
rc,de,79716
rd,de,339211
re,de,662163
rf,de,107120
rg,de,148891
rh,de,99086
ri,de,308632
rj,de,15484
rk,de,122905
rl,de,97674
rm,de,119970
rn,de,167789
ro,de,188455
rp,de,47314
rq,de,2504
rr,de,79415
rs,de,289036
rt,de,276653
ru,de,195146
rv,de,71710
rw,de,93430
rx,de,794
ry,de,12747
rz,de,83533
sa,de,201653
sb,de,65781
sc,de,428237
sd,de,99333
se,de,504879
sf,de,42419
sg,de,72185
sh,de,61209
si,de,448283
sj,de,11602
sk,de,45380
sl,de,36387
sm,de,58088
sn,de,40340
so,de,168442
sp,de,125062
sq,de,2333
sr,de,29440
ss,de,331853
st,de,707260
su,de,87146
sv,de,40904
sw,de,65462
sx,de,992
sy,de,16684
sz,de,39346
ta,de,261314
tb,de,47357
tc,de,19803
td,de,184383
te,de,1023535
tf,de,39862
tg,de,56640
th,de,114465
ti,de,375068
tj,de,11025
tk,de,23469
tl,de,72665
tm,de,70286
tn,de,56082
to,de,106786
tp,de,43190
tq,de,1014
tr,de,185876
ts,de,213384
tt,de,186988
tu,de,166971
tv,de,40351
tw,de,115689
tx,de,800
ty,de,13633
tz,de,141060
ua,de,31345
ub,de,50061
uc,de,99570
ud,de,41954
ue,de,91945
uf,de,157440
ug,de,60537
uh,de,28304
ui,de,18869
uj,de,2498
uk,de,28312
ul,de,52793
um,de,144753
un,de,793548
uo,de,3751
up,de,26712
uq,de,241
ur,de,228316
us,de,247965
ut,de,127398
uu,de,6650
uv,de,13808
uw,de,13507
ux,de,3630
uy,de,810
uz,de,9039
va,de,26385
vb,de,1069
vc,de,770
vd,de,2124
ve,de,236338
vf,de,564
vg,de,1622
vh,de,800
vi,de,68520
vj,de,184
vk,de,762
vl,de,4259
vm,de,812
vn,de,767
vo,de,210220
vp,de,934
vq,de,49
vr,de,1370
vs,de,2084
vt,de,1031
vu,de,1709
vv,de,757
vw,de,890
vx,de,135
vy,de,505
vz,de,422
wa,de,166972
wb,de,2388
wc,de,3280
wd,de,2518
we,de,284757
wf,de,1659
wg,de,4414
wh,de,20050
wi,de,259154
wj,de,758
wk,de,880
wl,de,4916
wm,de,3985
wn,de,7662
wo,de,69314
wp,de,3533
wq,de,267
wr,de,22302
ws,de,12663
wt,de,2664
wu,de,36373
wv,de,884
ww,de,31551
wx,de,155
wy,de,2500
wz,de,492
xa,de,3538
xb,de,1127
xc,de,2021
xd,de,1281
xe,de,4816
xf,de,901
xg,de,490
xh,de,984
xi,de,9153
xj,de,235
xk,de,1305
xl,de,910
xm,de,1665
xn,de,581
xo,de,1538
xp,de,6302
xq,de,110
xr,de,525
xs,de,1319
xt,de,7655
xu,de,2954
xv,de,868
xw,de,1003
xx,de,1486
xy,de,1060
xz,de,717
ya,de,10326
yb,de,4385
yc,de,5800
yd,de,5149
ye,de,6660
yf,de,2623
yg,de,2203
yh,de,2736
yi,de,4602
yj,de,1092
yk,de,2277
yl,de,6142
ym,de,7230
yn,de,5172
yo,de,13422
yp,de,10778
yq,de,321
yr,de,3726
ys,de,23668
yt,de,6690
yu,de,3161
yv,de,1255
yw,de,3301
yx,de,227
yy,de,303
yz,de,948
za,de,23156
zb,de,8913
zc,de,1447
zd,de,8274
ze,de,145157
zf,de,3098
zg,de,7934
zh,de,6568
zi,de,74455
zj,de,498
zk,de,2504
zl,de,7750
zm,de,3153
zn,de,3602
zo,de,11402
zp,de,1710
zq,de,129
zr,de,2025
zs,de,6264
zt,de,38181
zu,de,250386
zv,de,3516
zw,de,34944
zx,de,81
zy,de,2036
zz,de,5298
aa,ku,1206
ab,ku,4716
ac,ku,2913
ad,ku,4353
ae,ku,825
af,ku,2171
ag,ku,2390
ah,ku,2945
ai,ku,943
aj,ku,1541
ak,ku,4970
al,ku,7537
am,ku,7151
an,ku,26353
ao,ku,223
ap,ku,3755
aq,ku,268
ar,ku,17502
as,ku,7100
at,ku,8691
au,ku,450
av,ku,6273
aw,ku,1963
ax,ku,2058
ay,ku,4011
az,ku,2107
ba,ku,4226
bb,ku,431
bc,ku,208
bd,ku,245
be,ku,7047
bf,ku,12
bg,ku,43
bh,ku,139
bi,ku,20576
bj,ku,166
bk,ku,175
bl,ku,735
bm,ku,157
bn,ku,2002
bo,ku,3549
bp,ku,119
bq,ku,13
br,ku,1133
bs,ku,225
bt,ku,318
bu,ku,556
bv,ku,25
bw,ku,47
bx,ku,17
by,ku,339
bz,ku,45
ca,ku,1641
cb,ku,132
cc,ku,283
cd,ku,746
ce,ku,2088
cf,ku,49
cg,ku,137
ch,ku,1541
ci,ku,1077
cj,ku,38
ck,ku,622
cl,ku,190
cm,ku,116
cn,ku,226
co,ku,2181
cp,ku,205
cq,ku,29
cr,ku,413
cs,ku,65
ct,ku,759
cu,ku,1627
cv,ku,9
cw,ku,33
cx,ku,22
cy,ku,45
cz,ku,3
da,ku,8999
db,ku,499
dc,ku,123
dd,ku,580
de,ku,13942
df,ku,144
dg,ku,110
dh,ku,137
di,ku,12096
dj,ku,140
dk,ku,321
dl,ku,179
dm,ku,932
dn,ku,400
do,ku,1489
dp,ku,152
dq,ku,27
dr,ku,1103
ds,ku,2169
dt,ku,1089
du,ku,550
dv,ku,772
dw,ku,154
dx,ku,21
dy,ku,1418
dz,ku,37
ea,ku,2403
eb,ku,5490
ec,ku,1529
ed,ku,5216
ee,ku,1643
ef,ku,1120
eg,ku,1682
eh,ku,3034
ei,ku,417
ej,ku,1410
ek,ku,11603
el,ku,8466
em,ku,5322
en,ku,10815
eo,ku,664
ep,ku,2439
eq,ku,553
er,ku,22991
es,ku,6112
et,ku,6312
eu,ku,197
ev,ku,3467
ew,ku,3476
ex,ku,1325
ey,ku,10550
ez,ku,1443
fa,ku,615
fb,ku,63
fc,ku,48
fd,ku,69
fe,ku,1167
ff,ku,275
fg,ku,16
fh,ku,19
fi,ku,1747
fj,ku,20
fk,ku,396
fl,ku,289
fm,ku,124
fn,ku,109
fo,ku,1486
fp,ku,27
fq,ku,3
fr,ku,814
fs,ku,139
ft,ku,1358
fu,ku,177
fv,ku,35
fw,ku,19
fx,ku,91
fy,ku,75
fz,ku,52
ga,ku,2355
gb,ku,357
gc,ku,146
gd,ku,283
ge,ku,3820
gf,ku,38
gg,ku,212
gh,ku,183
gi,ku,3566
gj,ku,37
gk,ku,229
gl,ku,252
gm,ku,174
gn,ku,1256
go,ku,982
gp,ku,140
gq,ku,35
gr,ku,830
gs,ku,206
gt,ku,239
gu,ku,2098
gv,ku,58
gw,ku,64
gx,ku,8
gy,ku,72
gz,ku,53
ha,ku,4446
hb,ku,281
hc,ku,67
hd,ku,167
he,ku,8437
hf,ku,34
hg,ku,70
hh,ku,85
hi,ku,4245
hj,ku,108
hk,ku,136
hl,ku,353
hm,ku,558
hn,ku,1377
ho,ku,819
hp,ku,97
hq,ku,42
hr,ku,372
hs,ku,262
ht,ku,523
hu,ku,387
hv,ku,245
hw,ku,31
hx,ku,18
hy,ku,328
hz,ku,174
ia,ku,1591
ib,ku,5919
ic,ku,1834
id,ku,3657
ie,ku,835
if,ku,759
ig,ku,2055
ih,ku,2463
ii,ku,137
ij,ku,2768
ik,ku,11018
il,ku,3873
im,ku,1770
in,ku,22460
io,ku,1741
ip,ku,1422
iq,ku,176
ir,ku,15028
is,ku,3623
it,ku,3242
iu,ku,64
iv,ku,3614
iw,ku,150
ix,ku,1682
iy,ku,7043
iz,ku,389
ja,ku,2062
jb,ku,772
jc,ku,15
jd,ku,375
je,ku,1035
jf,ku,6
jg,ku,28
jh,ku,69
ji,ku,5885
jj,ku,85
jk,ku,411
jl,ku,117
jm,ku,425
jn,ku,171
jo,ku,682
jp,ku,144
jq,ku,1
jr,ku,1485
js,ku,73
jt,ku,114
ju,ku,32
jv,ku,124
jw,ku,35
jx,ku,32
jy,ku,32
jz,ku,19
ka,ku,9139
kb,ku,1391
kc,ku,194
kd,ku,1424
ke,ku,13248
kf,ku,56
kg,ku,101
kh,ku,713
ki,ku,8700
kj,ku,428
kk,ku,839
kl,ku,775
km,ku,387
kn,ku,1971
ko,ku,3003
kp,ku,310
kq,ku,20
kr,ku,823
ks,ku,748
kt,ku,979
ku,ku,2674
kv,ku,243
kw,ku,285
kx,ku,111
ky,ku,246
kz,ku,149
la,ku,7332
lb,ku,2426
lc,ku,231
ld,ku,2190
le,ku,3316
lf,ku,266
lg,ku,1272
lh,ku,205
li,ku,3756
lj,ku,174
lk,ku,1013
ll,ku,860
lm,ku,604
ln,ku,1364
lo,ku,1614
lp,ku,477
lq,ku,41
lr,ku,218
ls,ku,1325
lt,ku,885
lu,ku,671
lv,ku,240
lw,ku,273
lx,ku,53
ly,ku,421
lz,ku,605
ma,ku,8837
mb,ku,930
mc,ku,143
md,ku,574
me,ku,8984
mf,ku,61
mg,ku,113
mh,ku,790
mi,ku,1539
mj,ku,162
mk,ku,290
ml,ku,457
mm,ku,885
mn,ku,1141
mo,ku,1396
mp,ku,1301
mq,ku,40
mr,ku,832
ms,ku,308
mt,ku,427
mu,ku,363
mv,ku,165
mw,ku,65
mx,ku,27
my,ku,270
mz,ku,55
na,ku,21831
nb,ku,3676
nc,ku,1188
nd,ku,10310
ne,ku,15188
nf,ku,735
ng,ku,4699
nh,ku,1222
ni,ku,5887
nj,ku,1582
nk,ku,2428
nl,ku,945
nm,ku,1052
nn,ku,4291
no,ku,1748
np,ku,1081
nq,ku,264
nr,ku,770
ns,ku,2212
nt,ku,5125
nu,ku,876
nv,ku,1099
nw,ku,624
nx,ku,374
ny,ku,1183
nz,ku,359
oa,ku,359
ob,ku,505
oc,ku,505
od,ku,1512
oe,ku,162
of,ku,747
og,ku,629
oh,ku,319
oi,ku,235
oj,ku,1462
ok,ku,2450
ol,ku,2133
om,ku,3851
on,ku,5569
oo,ku,701
op,ku,1569
oq,ku,198
or,ku,4570
os,ku,1365
ot,ku,1501
ou,ku,788
ov,ku,627
ow,ku,652
ox,ku,253
oy,ku,1037
oz,ku,128
pa,ku,4759
pb,ku,360
pc,ku,103
pd,ku,487
pe,ku,8193
pf,ku,59
pg,ku,58
ph,ku,251
pi,ku,1487
pj,ku,17
pk,ku,1678
pl,ku,1194
pm,ku,97
pn,ku,633
po,ku,1000
pp,ku,261
pq,ku,14
pr,ku,1482
ps,ku,256
pt,ku,684
pu,ku,483
pv,ku,649
pw,ku,356
px,ku,22
py,ku,135
pz,ku,1
qa,ku,352
qb,ku,10
qc,ku,10
qd,ku,33
qe,ku,706
qf,ku,49
qg,ku,2
qh,ku,7
qi,ku,185
qj,ku,2
qk,ku,10
ql,ku,35
qm,ku,13
qn,ku,87
qo,ku,22
qp,ku,29
qq,ku,10
qr,ku,21
qs,ku,76
qt,ku,50
qu,ku,614
qv,ku,3
qw,ku,25
qx,ku,22
qy,ku,20
qz,ku,1
ra,ku,10192
rb,ku,4315
rc,ku,824
rd,ku,3569
re,ku,12325
rf,ku,292
rg,ku,1743
rh,ku,1318
ri,ku,10632
rj,ku,542
rk,ku,3972
rl,ku,613
rm,ku,2363
rn,ku,5034
ro,ku,4367
rp,ku,1422
rq,ku,109
rr,ku,649
rs,ku,1396
rt,ku,4382
ru,ku,242
rv,ku,1657
rw,ku,456
rx,ku,716
ry,ku,1464
rz,ku,1020
sa,ku,4240
sb,ku,690
sc,ku,699
sd,ku,1296
se,ku,6829
sf,ku,283
sg,ku,158
sh,ku,814
si,ku,1415
sj,ku,225
sk,ku,1883
sl,ku,661
sm,ku,519
sn,ku,1660
so,ku,927
sp,ku,665
sq,ku,65
sr,ku,206
ss,ku,1745
st,ku,8509
su,ku,561
sv,ku,300
sw,ku,319
sx,ku,83
sy,ku,988
sz,ku,30
ta,ku,5437
tb,ku,1565
tc,ku,323
td,ku,849
te,ku,8310
